saleid,productid,itemsize,quantity,saleprice
194683,1253,7,1,35.48
194684,924,10.5,1,48.99
194685,476,7.5,1,23.75
194686,495,11.5,1,69.3
194687,3,12,1,52.25
194687,97,10.5,1,38.79
194687,117,7.5,1,21.11
194687,527,9,1,14.39
194687,887,10.5,2,70.19
194687,915,12,2,79.2
194688,102,8,1,52.24
194688,219,8,1,23.99
194688,528,8.5,1,44.15
194688,670,10,1,57.23
194688,1094,11,1,24.99
194688,1396,12,1,85.25
194689,3,12,1,51.7
194689,302,9.5,1,58.27
194689,546,7.5,1,94.5
194689,596,7.5,2,23.75
194689,882,10.5,1,78.95
194689,1420,9,2,33.59
194690,916,9,2,73.5
194691,269,11,1,46.5
194691,642,7,1,18.8
194691,696,10.5,1,64.35
194691,984,10.5,1,50.05
194691,1259,10,1,44.15
194691,1300,10,1,18.39
194692,446,11,1,79.05
194693,1181,11.5,1,41.85
194694,159,9.5,1,84.48
194695,54,11.5,1,100
194695,184,8.5,1,27.99
194695,846,7,2,27.54
194695,1265,8.5,2,31.34
194695,1312,11,2,20.67
194696,1213,12,1,70
194697,419,10,1,27.71
194697,425,9.5,1,69.12
194697,437,10.5,1,68.25
194697,1008,8,1,71.43
194697,1192,8.5,1,31.84
194697,1373,10.5,1,16.73
194698,1055,10,1,39.05
194699,1020,12,2,57.6
194700,54,9,1,91
194700,86,9,1,13.99
194700,142,10.5,1,53.99
194700,749,8,1,14.84
194700,1233,7.5,2,13.57
194700,1242,11.5,1,36.85
194701,1249,12,1,126.9
194702,504,11,2,50.95
194702,730,8,1,38.21
194702,773,9.5,1,76.43
194702,849,8.5,2,78.4
194702,1049,9.5,1,65
194702,1126,8.5,1,32.97
194703,86,9,2,13.29
194704,1237,7,1,29.75
194705,918,6.5,1,44.99
194706,14,8.5,1,111.6
194706,143,7,1,17.09
194706,493,10.5,1,61.09
194706,706,11,1,22.76
194706,864,8,1,119.99
194706,1229,9.5,1,37.99
194706,1353,10.5,2,56.99
194707,81,10.5,1,110.2
194707,397,7.5,1,40.41
194707,464,9,1,45.11
194707,562,7.5,2,52.24
194707,861,10.5,1,102.9
194707,924,12,1,47.49
194708,1293,10.5,2,100
194709,421,10,1,22.55
194710,745,10,1,66.63
194711,180,7.5,1,55.79
194712,731,10,1,11.63
194713,897,10,1,78.99
194714,397,10.5,1,38.69
194714,464,6.5,1,46.99
194714,620,10,1,136.5
194714,631,8,1,19.79
194714,849,8,1,80
194714,1015,8.5,1,107.15
194715,221,8,1,20.57
194715,612,9.5,2,75.19
194715,759,5.5,1,15.63
194715,1166,5,1,68.99
194716,417,9.5,1,28.79
194717,281,11.5,1,94
194717,581,12,1,63.05
194717,900,10.5,1,81.77
194717,1332,11.5,2,105
194717,1375,11.5,1,37.99
194717,1391,11.5,1,32.99
194718,228,10,1,35.48
194718,485,9.5,1,78.4
194718,557,7.5,1,29.09
194718,648,7.5,1,37.6
194718,1124,7.5,1,39.55
194718,1436,9.5,2,65
194719,1262,10,1,46.05
194720,219,7,1,23.75
194721,223,11,1,29.09
194721,580,9,1,32.75
194722,96,12,1,18.99
194723,868,10,1,68.82
194724,1267,9.5,1,18.23
194725,915,10.5,1,72.8
194726,308,9.5,2,54
194726,398,8.5,1,30.99
194726,835,7.5,2,31.95
194726,847,8,1,23.39
194726,878,12,1,73.46
194726,1059,8,1,35.09
194726,1062,8,1,50.05
194727,1181,11.5,2,45.53
194728,1090,10,2,61.1
194729,103,8.5,1,88.2
194729,944,7,1,30.06
194729,1319,9,1,58.55
194729,1414,9,1,72.8
194730,373,11,1,27.83
194731,73,11,1,96.81
194731,527,11,1,14.99
194731,868,10,1,71.78
194731,1005,12,2,76
194731,1202,11,1,21.99
194732,74,8.5,1,74.47
194733,729,8.5,1,59.15
194734,114,7.5,1,19.39
194734,408,11.5,1,100
194734,486,11,1,72
194734,658,9,1,37.82
194734,976,9.5,1,53.99
194734,1001,12,1,59.15
194735,425,11,1,66.24
194735,432,10,1,61.75
194735,493,9,1,63.69
194735,867,7.5,1,54.44
194735,1024,8.5,1,21.55
194735,1192,11,2,33.24
194736,725,8,1,22.79
194737,1175,8.5,1,30.71
194738,924,10.5,1,49.99
194739,599,12,1,40.47
194740,253,7.5,1,33.65
194740,1092,11,2,28.99
194740,1407,9,1,15.97
194741,345,11.5,1,64.4
194742,1084,11,1,69.29
194743,244,10.5,2,68.25
194743,275,7.5,1,36.39
194743,527,11,1,14.84
194743,916,7,1,74.25
194743,986,6,1,49.97
194743,990,7,1,33.29
194744,1430,10.5,1,32
194745,861,10.5,1,103.95
194746,130,8,1,22.53
194747,632,11,1,21.59
194747,730,7,1,36.65
194747,983,10.5,1,55
194747,1063,11,1,50
194747,1255,10.5,1,67.44
194748,136,11,2,95
194749,218,12,1,15.35
194749,327,12,1,60.8
194749,1176,12,1,85
194749,1392,10.5,1,48.5
194750,1341,7,1,23.24
194751,604,10,1,26.09
194752,479,6,1,31.67
194753,930,6.5,2,56.4
194754,1001,8,1,65
194755,113,12,2,84.6
194755,185,8.5,1,11.15
194755,196,7,1,21.15
194755,453,10,1,32.54
194755,1002,10.5,2,20.69
194755,1120,8,1,73.6
194756,538,9,1,58.4
194757,647,9,1,104.5
194757,736,6,1,10.55
194757,811,11,1,53.99
194757,1165,7.5,1,18.42
194757,1263,10.5,1,48.49
194757,1394,12,1,53.19
194758,539,7,1,72.74
194758,550,10.5,2,61.1
194758,951,9.5,1,10.66
194758,1244,6.5,2,16.14
194758,1298,6,1,16.14
194759,1388,11,1,41.57
194760,156,8.5,2,63.35
194760,228,9,1,38.99
194760,266,7.5,1,20.15
194760,485,12,1,79.2
194760,1206,12.5,1,55.46
194761,195,6,1,31.34
194761,562,6.5,1,49.49
194761,804,6.5,1,33.83
194761,915,9.5,1,79.2
194761,1055,8.5,1,41.99
194761,1171,12,2,39.35
194762,497,11.5,1,59.99
194763,40,11,1,32.55
194763,1145,11.5,1,123.75
194764,30,10,2,55
194764,256,9,1,21.99
194764,274,9.5,2,81.9
194764,377,10.5,1,58
194764,565,6.5,1,26.38
194764,830,6.5,1,9.89
194765,444,10.5,1,59.8
194766,348,9,1,14.87
194766,386,10.5,1,34.03
194766,408,9.5,1,96
194766,605,10,1,13.85
194766,693,11.5,1,65
194766,849,11,1,80
194766,1221,10,1,34.57
194767,1295,11,2,107.99
194768,366,7.5,1,61.1
194768,818,11,2,33.31
194768,1143,10,1,109.2
194769,395,7.5,1,68
194769,550,11,1,61.1
194769,1092,8.5,1,27.25
194769,1174,12,1,55.67
194769,1319,7,2,59.16
194769,1392,11,1,44.58
194770,38,11.5,1,53
194770,129,8.5,1,56.99
194770,333,12,1,84.14
194770,364,10,1,65.1
194770,436,9.5,2,75
194770,1295,12,1,105.83
194771,1119,6.5,1,30.99
194772,207,7.5,1,18.39
194772,275,10.5,1,38.79
194772,725,7.5,1,23.51
194772,955,8,1,21.99
194772,959,7.5,2,46.99
194772,1265,10.5,1,29.69
194773,342,10,1,42.23
194773,822,10.5,1,32.63
194773,1358,11.5,2,53.34
194774,875,12,1,56.41
194775,464,10,1,45.11
194775,1083,9.5,1,48.99
194775,1105,12,1,63.7
194775,1162,8.5,1,29.69
194775,1194,9.5,1,66.96
194775,1206,12.5,1,56.05
194776,692,12,2,27.43
194777,729,11,2,65
194777,955,8.5,1,21.99
194777,1034,12,1,53.93
194778,823,9,2,129.72
194778,1375,10.5,2,36.85
194779,361,11,2,102.11
194780,869,9.5,2,71.76
194781,345,10,1,65.1
194782,444,10.5,2,59.8
194783,1363,10,1,24.24
194784,16,9.5,2,75.2
194785,280,8.5,1,98
194786,435,9.5,1,82.45
194786,435,10.5,1,84.15
194786,1381,9.5,2,70.19
194787,21,11,1,86.4
194787,458,7,1,23.65
194787,599,11,2,43.11
194787,755,9.5,1,39.19
194787,1345,10,1,16.14
194788,410,6,1,22.99
194789,1394,11.5,1,50.95
194790,117,6.5,1,21.77
194790,374,9,1,84.99
194790,520,9,1,17.63
194790,651,10.5,1,48.99
194790,993,7,1,23.51
194790,1215,10.5,2,69.3
194790,1215,11.5,1,68.6
194791,445,8.5,2,70
194791,497,11.5,2,55.19
194791,657,7.5,1,8.72
194791,1104,9.5,1,60
194791,1186,10.5,1,67.2
194791,1436,11,1,61.75
194792,386,11.5,1,36.62
194793,1242,11.5,1,36.09
194794,209,7.5,2,43.19
194794,394,8,1,67.2
194794,548,10.5,1,85.5
194794,870,10,1,88
194794,955,9,1,21.33
194795,352,11.5,1,85
194796,417,12,1,28.79
194796,1186,11,2,65.1
194797,854,11,1,100
194798,603,7,1,161.28
194798,730,11,1,35.09
194798,1199,6,2,18.79
194798,1262,11,1,44.17
194798,1353,11.5,1,59.99
194799,1207,11,2,58.79
194800,136,10.5,1,87.4
194800,192,9,1,37.43
194800,291,6.5,1,21.59
194800,358,11,1,53.9
194800,423,11,1,86.4
194800,1076,12,1,81
194801,1420,8.5,1,32.89
194802,894,11.5,1,80.99
194803,138,9,1,25.73
194803,906,12,1,36.4
194803,939,8,2,81.9
194803,940,9,1,42.29
194803,1086,9.5,1,70
194803,1211,11,1,67.2
194804,358,11,1,54.45
194804,720,8.5,1,64.85
194804,1353,10.5,1,59.39
194805,233,10.5,1,55
194805,416,8,1,21.99
194805,545,5.5,1,29.99
194805,969,6,1,35.63
194805,1221,6.5,1,35.71
194806,131,11.5,1,83.6
194806,331,9.5,1,45.5
194806,533,11,1,22.3
194806,900,10.5,1,86.99
194806,1038,8.5,1,119.99
194806,1189,11,1,105.6
194806,1239,11,1,28.79
194807,1295,10.5,2,105.83
194807,1434,12,1,76.8
194808,713,10,2,65
194809,419,11,1,25.47
194810,900,10,1,85.25
194811,81,10,1,114.84
194811,998,10,1,35.99
194811,1026,10.5,1,105.6
194811,1158,8.5,1,38.39
194812,915,11.5,1,77.6
194812,924,8.5,1,46.49
194812,938,10.5,1,90
194812,1313,10,1,26.99
194813,334,11,1,73.6
194813,580,11,1,32.39
194813,729,9.5,2,60.45
194813,864,12,1,119.99
194813,897,9.5,1,77.41
194813,1358,10.5,1,53.89
194814,272,11,1,87.3
194815,266,11,1,19.1
194816,443,9.5,1,62.71
194817,987,11,1,25.73
194818,361,11,1,103.22
194818,497,11,1,56.99
194819,114,9,2,19.99
194820,338,11,1,17.81
194820,915,10.5,1,76
194820,1213,9,1,67.9
194820,1292,8.5,1,72.54
194821,663,9,2,18.59
194822,168,5.5,1,24.17
194823,599,11,1,40.47
194823,948,10,1,21.15
194823,1295,11.5,2,105.83
194823,1434,8.5,1,77.6
194824,425,8,2,72
194825,1257,8,1,65.27
194826,9,11.5,1,68.95
194826,201,7.5,1,65.69
194826,202,7,1,40.5
194826,324,10.5,1,33.59
194827,175,11,2,86.39
194828,408,11,1,100
194829,1079,11,2,54.87
194829,1326,11,1,51.99
194830,1416,7,1,17.27
194831,269,9,1,45
194831,1267,10,1,17.28
194832,74,8.5,1,72.19
194832,569,10,1,53.45
194832,738,12,1,21.38
194832,755,9.5,1,38.79
194832,764,5.5,1,30.68
194832,988,9,1,32.19
194833,1413,12,1,71.99
194834,1334,10.5,1,39.35
194835,308,12,1,59.4
194835,552,8.5,1,54.44
194835,700,11.5,1,43.11
194835,887,10.5,1,77.99
194835,1143,12,1,120
194835,1272,10,1,36
194836,912,8.5,2,65
194837,392,5.5,2,30.93
194838,419,10,1,25.75
194838,453,6.5,1,34.99
194838,901,12,1,101.64
194838,985,9.5,1,52.25
194838,986,10,1,46.4
194838,1004,10.5,1,87.3
194839,360,8.5,1,112.8
194840,383,9.5,2,22.74
194840,387,12,1,50.04
194840,392,6,1,30.93
194840,485,11,1,72.8
194840,1065,8,2,31.01
194841,297,12,1,44.99
194841,408,11.5,1,95
194841,1008,9,1,74.47
194841,1203,11,1,27.59
194842,1269,10.5,1,79.19
194843,93,8.5,2,47.99
194843,276,12,1,69.3
194843,730,8.5,2,37.43
194843,1062,11,1,51.15
194843,1108,8.5,1,38.63
194843,1139,11.5,1,96.71
194843,1344,7.5,1,20.36
194844,1263,11.5,1,44.99
194845,695,11.5,1,46.49
194845,875,9.5,1,57.65
194845,931,8,2,14.24
194845,942,7,1,41.84
194845,1185,12,1,72
194845,1227,9.5,1,68.4
194845,1417,7,1,51.15
194846,1206,11.5,1,57.23
194846,1227,8.5,1,69.84
194847,23,12,1,63.05
194847,99,5.5,1,17.28
194847,306,9.5,1,43.99
194847,739,7.5,1,47.52
194847,800,8.5,1,41.99
194847,1062,10.5,1,50.05
194847,1181,12,2,45.53
194849,234,12,1,70
194849,887,7,1,75.65
194849,1217,9.5,1,73.6
194849,1435,12,1,61.1
194850,637,8,1,69.99
194850,870,11,1,84.48
194850,878,11,1,71.09
194850,1031,9,1,48.87
194850,1040,8,1,10.79
194850,1174,10.5,1,53.35
194850,1189,12,1,110
194851,266,10,1,20.78
194852,868,10.5,2,71.04
194853,100,7,1,26.72
194853,159,11,1,79.2
194853,232,12,1,55
194853,525,6.5,1,19.79
194853,545,7,1,29.99
194853,1249,10.5,1,132.3
194854,26,9.5,1,103.4
194854,349,11,1,52.79
194854,628,6,2,23.91
194854,1056,8,1,62
194854,1189,9.5,1,107.8
194854,1335,10,1,41.99
194855,181,6,1,19.31
194856,367,8.5,1,92.15
194856,835,9,1,31.61
194856,916,11.5,1,69
194856,1263,10.5,1,45.99
194857,999,11,1,49.81
194858,136,10.5,2,86.45
194859,581,8,1,65
194860,74,8.5,2,74.47
194861,21,10.5,1,83.7
194861,377,9,1,52.2
194861,1295,10,1,98.27
194862,1138,5.5,1,66.63
194863,564,7,1,37.19
194864,153,9.5,1,54
194864,495,11,1,65.1
194864,809,12,1,31.03
194864,850,11,1,44.55
194864,864,8.5,1,119.99
194864,864,10.5,1,117.59
194865,107,9.5,1,39.19
194865,176,11,1,146.99
194865,665,5,1,27.25
194865,730,7.5,1,37.04
194865,980,11,1,39.98
194866,765,9,1,67.9
194867,93,9,1,49.49
194867,351,9.5,2,89.1
194867,656,8.5,1,38.21
194867,702,9,1,34.4
194867,1028,8.5,1,54.99
194868,136,11.5,1,95
194869,271,6,2,29.44
194869,944,7.5,1,29.44
194869,1106,9,1,65
194869,1171,9.5,1,40.99
194869,1189,9.5,1,102.3
194869,1207,9.5,1,58.19
194870,1074,11.5,1,53.57
194871,195,6.5,1,32.66
194871,986,7.5,1,50.48
194871,1052,10.5,1,60
194872,1108,6.5,2,41.15
194873,1026,12.5,1,103.4
194873,1375,10.5,1,34.19
194874,1416,10,1,17.45
194875,356,11,1,121.49
194875,642,8,1,18.42
194875,965,11,1,27.43
194875,1317,9.5,1,34.91
194875,1397,11.5,1,50.48
194875,1413,10.5,1,68.24
194876,869,10.5,1,77.22
194877,236,6,2,15.67
194877,998,7.5,1,35.99
194877,1033,11.5,2,58.2
194877,1169,10,2,57.66
194877,1413,10.5,1,72.74
194878,943,11,1,26.96
194879,33,9.5,1,111.6
194879,317,11,1,50
194879,403,10,1,25.19
194879,1126,9,2,31.61
194879,1213,11.5,1,63.7
194880,94,9.5,1,14.84
194880,380,9,1,74.4
194880,527,7,1,13.49
194880,805,8,1,22.31
194880,1120,8,1,77.6
194880,1315,11.5,1,44.99
194880,1361,8.5,1,48.01
194881,204,10,1,31.84
194881,325,10.5,1,37.43
194881,421,10,1,22.79
194881,854,11.5,1,100
194881,1206,12.5,1,56.05
194882,775,10,1,60.99
194883,215,6,1,37.59
194883,276,10,1,67.2
194883,1248,12,1,86.4
194883,1257,11,1,65.27
194884,59,11,1,90
194884,81,10.5,1,110.2
194884,87,10.5,1,14.54
194884,530,9,1,75
194884,789,6,1,36.8
194884,930,11,1,57
194885,36,8,1,41.85
194885,599,11.5,1,41.35
194886,496,10.5,1,65
194886,640,12,1,41.39
194886,985,9.5,1,53.9
194886,999,9,1,47.69
194886,1158,8.5,1,39.99
194886,1375,8,1,35.71
194887,927,6.5,1,57
194888,583,7,1,45.6
194888,1181,11.5,1,45.99
194888,1242,11.5,1,37.99
194889,233,10,1,51.7
194890,476,8.5,1,23.99
194891,4,8.5,1,130
194892,857,7,1,164.9
194893,751,11.5,2,39.76
194894,342,8,1,40.03
194894,1076,9.5,1,84.6
194894,1206,10,1,55.46
194895,433,11.5,2,114.99
194895,478,9.5,1,79.99
194896,973,7,1,45.11
194897,361,9,1,105.44
194897,392,5.5,1,30.93
194897,501,7.5,1,23.74
194897,988,10.5,1,32.89
194897,1356,9,1,13.49
194897,1399,10.5,2,55.19
194898,419,11,1,25.47
194898,1157,8,1,29.44
194898,1200,8.5,1,60
194899,253,6,1,30.93
194900,9,9.5,2,68.95
194901,854,11,1,92
194902,21,7.5,1,86.4
194902,160,7,1,74.25
194902,345,10.5,1,67.2
194902,1240,10,1,28.79
194902,1313,11,1,28.19
194903,837,7,1,18.99
194904,7,9.5,2,67.15
194904,272,11.5,1,90
194904,495,9,1,69.3
194904,539,5.5,1,71.24
194904,666,7.5,1,17.99
194904,739,7.5,1,48.5
194905,419,8,1,27.71
194906,924,11.5,1,49.99
194907,137,9.5,1,69.75
194907,327,12,1,60.16
194907,408,11.5,2,100
194907,442,11.5,1,50.99
194907,1227,11.5,1,66.24
194907,1291,11.5,1,63.7
194908,679,7,1,36.65
194909,197,6,1,14.71
194909,263,8.5,1,54.87
194909,662,10,1,28.99
194909,809,10.5,1,30.71
194909,854,11,1,94
194909,1353,12,1,59.39
194910,304,9.5,1,55
194910,425,11,1,69.12
194910,495,9,1,70
194911,334,12,1,80
194912,818,11,1,31.27
194913,745,8,1,65.27
194914,915,11.5,2,75.2
194915,930,9.5,2,55.2
194916,75,9.5,1,156.99
194916,221,10,1,20.99
194916,259,7,1,21.38
194916,869,10,1,70.98
194916,1293,10,1,94
194917,21,10.5,1,84.6
194917,58,8.5,2,99
194917,63,8,1,120.99
194917,940,9,1,40.94
194917,1178,9,1,56.42
194918,85,8,1,71.53
194919,96,9.5,1,19.59
194919,360,10,1,120
194919,719,11,2,62.4
194919,741,11.5,1,63.64
194919,773,12,1,77.27
194919,1070,9.5,1,20.99
194920,29,8.5,1,55.8
194921,463,8.5,1,24.49
194922,67,11.5,1,81.69
194922,269,7,1,50
194922,683,9,2,43.23
194922,751,11.5,1,36.89
194922,823,11,2,133.86
194922,999,11.5,1,49.28
194922,1215,7.5,1,70
194923,54,11,1,100
194923,493,8.5,1,60.44
194923,915,11.5,1,80
194923,1430,10.5,1,31.01
194924,164,7,1,16.82
194924,325,10,1,38.99
194924,1313,8,1,28.49
194924,1373,9.5,1,17.63
194925,463,6.5,1,24.99
194926,483,12,1,128.7
194927,618,12,1,41.27
194928,15,9.5,1,149.99
194929,260,8,2,19.99
194929,472,12,1,110.4
194929,499,9,1,52.24
194929,585,8,1,20.67
194929,1079,10,2,51.51
194930,130,7.5,1,21.15
194930,545,9,1,28.79
194930,916,7.5,1,75
194930,1238,11,1,25.47
194930,1265,10,1,31.67
194931,111,10.5,2,56.72
194931,475,7,1,16.14
194931,720,10.5,1,68.3
194931,727,7.5,1,26.96
194932,476,8.5,1,23.51
194933,117,7.5,1,20.67
194933,137,12,1,75
194933,545,8.5,1,27.89
194933,809,11,1,31.35
194933,1300,8.5,1,19.19
194934,425,8.5,1,72
194934,442,11.5,1,48.44
194934,1118,6,1,34.91
194934,1268,10.5,1,36.99
194935,6,12,1,72.7
194935,181,5.5,1,20.78
194935,537,5.5,1,63.35
194935,743,5.5,1,65.99
194935,854,9,2,98
194935,1319,7.5,1,55.5
194936,764,7,1,30.02
194937,155,9.5,1,42.13
194938,555,8.5,1,59.8
194938,900,9,1,81.77
194939,14,11.5,2,120
194939,55,7.5,1,84.6
194939,136,11.5,1,95
194939,232,12,1,52.8
194939,1156,7,1,32.54
194939,1399,9,1,58.79
194940,136,11,1,94.05
194940,325,11,1,38.99
194940,924,8,1,48.99
194940,1081,11.5,2,55.45
194940,1100,9,2,31.67
194940,1342,5.5,1,36.47
194941,717,11.5,1,80.09
194942,176,11,2,143.99
194943,494,11,1,59.99
194944,380,8,1,76.8
194944,652,10.5,1,44.99
194944,916,12,2,68.25
194944,940,10.5,1,41.39
194944,1404,10.5,1,45.89
194945,65,7.5,1,75.65
194945,225,9,1,26.99
194945,470,6,2,39.47
194945,846,9,1,28.99
194945,1092,10,1,27.83
194946,208,8.5,1,25.47
194946,328,7,2,15.63
194946,453,6,1,31.84
194946,518,10,1,96.02
194946,550,10.5,1,59.15
194946,1183,9.5,1,49.49
194946,1322,8.5,1,22.07
194947,100,9,1,26.45
194947,162,10.5,1,46.07
194947,414,8.5,1,27.43
194947,465,7,1,34.95
194947,539,6.5,1,69.74
194947,1407,11,1,16.48
194948,272,12,1,90
194949,897,9,2,78.99
194950,512,6,1,29.75
194950,629,8,1,40.03
194950,1270,9.5,1,63.35
194951,202,11,1,45
194952,611,8,1,46.4
194953,1166,5,1,67.61
194954,647,9.5,2,101.2
194954,866,10.5,1,61.2
194954,1104,12,1,58.2
194955,50,7.5,1,57.41
194955,323,10.5,2,35.99
194955,425,9,2,64.8
194955,696,7,1,61.1
194955,1268,11.5,1,35.51
194955,1349,11,1,50
194956,545,9,1,29.99
194957,496,10,1,65
194958,35,11,2,29.1
194958,323,10.5,1,35.99
194958,940,12,1,44.99
194958,1009,11,1,63.23
194959,916,10.5,1,67.5
194959,1020,9,1,59.4
194959,1126,9.5,1,30.59
194959,1388,9,1,41.99
194960,1039,12,2,36.99
194960,1059,9.5,1,35.48
194960,1232,6.5,1,66.96
194960,1265,11,2,29.69
194961,1315,10.5,1,41.84
194962,357,11.5,1,58.8
194963,84,10.5,1,72
194964,243,7.5,1,47.51
194964,651,12,1,48.49
194964,729,10.5,1,65
194964,957,5.5,1,16.48
194964,1221,7,1,37.23
194965,1025,10,1,18.42
194966,136,11.5,1,94.05
194966,151,8.5,1,42.13
194966,598,11,2,33.59
194967,417,8.5,1,27.89
194968,91,9,1,20.99
194968,113,11.5,1,86.4
194968,276,11,1,70
194968,868,11.5,1,67.34
194968,1353,11.5,1,59.39
194969,229,11.5,1,52.63
194970,1203,11,1,28.19
194971,940,10.5,1,44.54
194972,1200,10,1,56.4
194973,353,12,1,58.19
194973,670,6,2,58.41
194973,730,9,1,38.6
194973,870,10.5,1,82.72
194973,916,11,1,74.25
194973,1370,12,1,99.99
194974,681,10,2,39.6
194975,421,10,1,23.99
194975,755,10.5,1,39.99
194975,925,11.5,1,53.36
194975,1124,6.5,2,42.99
194976,408,7.5,1,98
194976,496,11.5,1,61.1
194976,650,8.5,1,37.79
194976,1330,10,1,45.11
194976,1404,12,1,47.93
194976,1420,11.5,1,34.99
194977,381,6,1,14.39
194977,530,12,1,67.5
194977,546,7.5,1,100.8
194978,868,10.5,2,66.6
194979,250,11,1,55.79
194979,759,6.5,1,15.29
194979,1353,11,1,56.39
194979,1358,9.5,1,54.99
194980,887,11,1,70.97
194981,43,12,1,35
194982,354,9.5,1,64.35
194983,536,7,1,72
194983,1052,12,1,57.6
194983,1174,12,1,57.99
194983,1295,11,1,107.99
194984,179,9.5,1,49.49
194984,546,11,2,98.7
194984,885,11,1,61.43
194984,904,12,1,73.14
194984,915,10.5,1,80
194984,1138,5,1,61.87
194984,1192,10,1,34.99
194985,274,11,1,86.4
194985,710,8,1,27.71
194985,1361,7.5,1,48.99
194986,1097,8,1,38.21
194987,22,8,1,81.6
194987,27,8.5,1,61.1
194987,1159,8,1,25.37
194988,860,12,1,80.96
194989,580,9.5,1,32.75
194990,180,9.5,1,57.65
194991,376,9,1,46.99
194992,1240,8.5,1,29.69
194993,168,6,1,25.99
194993,293,10.5,1,52.8
194993,382,8,1,24.17
194993,395,8.5,1,61.88
194993,559,12,1,67.49
194993,596,6.5,1,22.55
194994,605,8,1,12.59
194994,787,7,1,19.99
194994,846,10,1,26.67
194994,916,11.5,1,75
194994,1035,10,1,54.59
194994,1353,11,1,59.99
194995,136,10,1,95
194995,1203,10,1,29.99
194996,33,10,1,108
194996,361,12,2,108.77
194996,777,8,1,32.29
194996,1052,12,1,57.6
194996,1148,10,1,97.84
194996,1294,9.5,1,65.79
194997,304,9.5,1,50.6
194997,335,12,1,95
194997,495,11.5,1,70
194997,1065,7.5,2,32.33
194998,232,11,1,53.9
194999,596,6,1,23.27
195000,250,11.5,1,55.79
195000,351,10.5,1,83.7
195000,408,8.5,2,90
195000,611,10.5,1,50.99
195000,921,5.5,1,15.35
195000,1213,11,1,69.3
195000,1341,7,2,23.99
195001,33,9.5,1,110.4
195001,327,7.5,1,63.36
195001,1126,9.5,1,30.93
195001,1434,10,2,74.4
195002,335,8.5,2,95
195003,731,9.5,1,11.15
195004,272,10,1,90
195004,520,9.5,2,17.09
195004,632,6.5,1,22.31
195004,913,10.5,1,45.07
195004,1206,11.5,1,58.41
195004,1219,9.5,1,65.8
195005,23,11.5,2,59.15
195005,735,12,1,44.99
195005,741,11.5,1,62.3
195005,821,12,1,49.13
195005,1408,11.5,1,51.51
195005,1428,7,2,26.96
195006,773,12,1,83.99
195007,136,11.5,1,94.05
195007,495,10.5,1,70
195007,805,7,1,22.31
195007,1332,8.5,2,105
195008,176,11,1,149.99
195008,435,9.5,2,76.5
195008,559,11.5,2,71.99
195008,764,10,1,32.66
195008,868,11.5,1,66.6
195009,543,10,1,23.74
195009,696,11.5,1,65
195009,1003,11,1,75.66
195009,1025,6.5,1,18.04
195009,1207,8.5,1,58.19
195010,352,9.5,1,76.5
195010,839,9,1,100
195010,949,8.5,1,26.38
195010,1134,12,1,77.07
195010,1215,9,1,64.4
195010,1392,5.5,1,48.99
195010,1408,10,1,53.19
195011,160,6,1,75
195012,21,11.5,1,87.3
195012,1086,10,1,66.5
195012,1181,11.5,1,43.23
195012,1221,7.5,1,37.23
195013,547,9.5,2,133
195013,809,7.5,1,31.99
195013,912,8.5,1,62.4
195013,1001,11.5,1,58.5
195014,27,10,2,63.7
195014,324,12,1,32.19
195014,836,8.5,1,15.19
195014,1101,11,1,108.9
195014,1217,10.5,1,80
195014,1370,11.5,1,89.99
195015,1168,11.5,1,68.3
195016,458,8,2,23.39
195017,281,10,1,98
195018,220,9,1,23.99
195018,263,6.5,2,55.43
195018,543,11,1,22.99
195018,1349,10,1,49
195019,87,12,1,13.94
195019,256,11,1,21.11
195019,347,7.5,1,55.99
195019,361,10.5,1,106.55
195019,596,9,1,22.79
195019,735,11.5,2,49.99
195019,1147,10.5,1,80.63
195020,1077,10,1,30.07
195021,861,10.5,1,102.9
195022,367,12,1,95
195022,424,11,1,29.69
195023,559,11.5,1,67.49
195024,510,8,1,15.35
195024,816,7.5,1,89
195024,928,9.5,2,58.2
195024,1224,11.5,1,65.52
195024,1402,5,1,75.32
195024,1408,11.5,1,55.99
195025,166,8.5,1,36.26
195025,326,8,1,19.79
195025,366,7,1,65
195025,376,6.5,2,45.58
195025,1124,6.5,1,42.99
195026,5,9.5,1,71.95
195026,65,7.5,1,73.31
195026,351,9.5,1,81
195026,1292,11,1,78
195027,47,10,2,100.69
195027,276,11.5,1,63.7
195027,630,10.5,1,43.69
195027,670,8.5,1,59
195028,4,11,1,122.2
195028,5,9.5,1,68.95
195028,132,10.5,1,120
195028,302,11,1,58.89
195028,1053,9,2,23.27
195028,1420,11.5,1,34.29
195029,360,11,2,110.4
195030,204,11,1,33.24
195030,219,10,1,21.59
195030,350,7.5,1,49.28
195030,481,8,1,84.14
195030,546,8,2,98.7
195030,1425,7.5,1,44.15
195031,591,10,2,29.69
195031,681,8.5,1,40
195031,767,11,1,59.8
195031,1200,8,1,55.8
195032,271,6.5,2,30.99
195032,537,5.5,1,63.35
195032,813,9.5,1,45.49
195032,813,10.5,1,46.49
195033,36,8.5,1,43.23
195033,929,11,2,55.1
195034,176,9,1,140.99
195034,254,6,2,40.99
195034,900,11,1,81.77
195034,913,9,1,45.07
195034,915,11.5,1,79.2
195036,406,8.5,1,112.8
